stname,countyname,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20
NC,Halifax County,94,88,71,87,96,52,34,60,64,63,71,71,52,43,53,35,37,48,52,27,20,52,57
NC,Harnett County,86,67,61,66,76,31,10,47,47,48,58,54,28,14,42,25,35,38,44,20,6,35,39
NC,Haywood County,81,68,64,70,66,40,19,43,33,57,42,38,18,8,36,22,27,33,41,20,3,38,43
NC,Henderson County,89,83,73,77,77,50,6,51,46,58,55,64,22,2,36,32,40,42,46,19,2,40,41
NC,Hertford County,90,81,64,95,86,26,12,62,56,37,51,47,31,15,34,29,25,41,31,19,3,45,35
NC,Hoke County,81,70,55,57,64,16,1,31,28,22,27,35,9,1,19,2,8,9,23,2,0,5,13
NC,Iredell County,78,69,63,70,76,50,23,49,52,57,50,57,44,26,46,30,33,40,48,32,11,40,42
NC,Jackson County,132,109,106,116,90,69,29,53,22,60,49,74,47,23,36,23,31,34,43,11,11,25,36
NC,Johnston County,84,73,63,69,76,36,17,48,53,51,51,57,33,16,41,30,39,43,45,21,6,39,43
NC,Jones County,100,95,90,51,89,53,11,87,90,71,77,70,46,17,70,55,48,48,73,14,8,49,81
NC,Lee County,86,71,61,71,70,34,10,48,52,46,40,59,29,13,42,24,35,41,47,24,4,36,47
NC,Lenoir County,87,73,78,72,80,34,12,60,59,64,62,63,34,18,42,40,36,52,63,29,10,50,45
NC,Lincoln County,77,67,61,64,64,42,29,46,44,55,43,50,37,24,38,27,33,36,40,29,19,38,37
NC,Macon County,92,80,67,82,74,41,20,52,34,70,48,51,25,1,50,28,45,32,56,10,1,52,47
NC,Madison County,98,91,58,96,78,38,12,55,34,52,52,52,15,2,48,31,18,35,56,17,1,35,45
NC,Martin County,79,71,71,86,75,27,9,57,51,52,22,49,23,15,48,23,20,45,32,8,13,29,30
NC,McDowell County,97,79,70,66,92,54,17,63,57,58,61,66,49,31,59,45,38,57,53,31,19,49,51
NC,Mecklenburg County,68,56,46,47,58,30,8,20,24,37,3,12,6,1,6,3,5,11,19,9,1,6,8
NC,Mitchell County,85,52,51,70,78,55,5,53,34,39,34,51,30,8,45,2,24,24,62,17,5,25,31
NC,Montgomery County,85,73,70,64,82,55,45,68,66,63,57,66,35,32,43,43,33,34,35,34,21,51,49
NC,Moore County,77,68,61,64,62,29,13,43,44,45,40,45,25,11,39,19,25,28,41,17,6,25,36
NC,Nash County,85,71,64,71,74,44,15,50,52,57,54,67,42,25,53,36,37,48,52,33,13,41,42
NC,New Hanover County,90,74,71,79,79,40,11,42,40,48,47,54,34,17,41,17,17,32,37,14,3,27,28
NC,Northampton County,56,46,60,56,57,17,17,65,44,99,43,40,47,10,25,29,40,21,38,42,1,44,7
NC,Onslow County,80,67,68,69,78,28,3,46,41,42,42,49,23,10,36,16,15,23,34,8,1,20,30
NC,Orange County,84,61,52,51,59,19,2,6,16,16,12,17,1,1,3,1,2,9,15,10,0,1,7
NC,Pamlico County,99,99,95,56,80,29,4,82,10,12,43,50,36,20,36,3,5,10,23,14,7,21,12
NC,Pasquotank County,82,69,66,82,74,20,11,47,62,42,52,61,39,31,55,35,39,44,58,34,5,45,49
NC,Pender County,79,64,58,52,59,27,12,39,31,36,38,42,23,21,37,16,13,24,23,18,5,18,26
NC,Perquimans County,80,76,76,63,68,17,12,47,62,53,63,65,51,19,39,45,30,24,58,31,1,58,51
NC,Person County,80,84,66,69,74,31,26,47,55,54,47,52,40,27,42,37,38,35,48,21,20,39,38
NC,Pitt County,101,90,84,84,92,44,26,59,66,58,51,62,45,22,49,43,42,57,64,35,14,47,57
NC,Polk County,75,58,53,68,65,42,0,28,31,33,42,48,20,9,28,12,30,28,27,25,6,48,15
NC,Randolph County,85,76,73,72,74,41,21,55,57,60,52,58,33,20,47,33,40,43,53,23,16,42,43
NC,Richmond County,85,84,73,78,85,52,37,65,69,68,67,79,54,37,62,48,47,61,62,45,29,55,56
NC,Robeson County,96,74,94,84,94,58,19,62,62,81,70,83,57,32,63,47,52,53,62,43,13,48,50
NC,Rockingham County,80,63,62,64,68,39,26,54,54,52,50,56,35,21,42,31,30,35,43,27,13,36,36
NC,Rowan County,81,76,67,73,81,51,29,54,57,61,58,57,41,19,46,36,40,45,53,35,13,44,51
NC,Rutherford County,89,81,75,78,83,67,47,66,61,72,69,77,35,21,51,36,45,52,55,43,23,53,55
NC,Sampson County,83,74,68,76,81,35,22,57,65,69,65,68,43,27,51,42,48,59,64,36,16,46,50
NC,Scotland County,97,67,93,85,107,47,33,50,57,57,64,64,47,23,48,38,43,43,51,27,22,58,69
NC,Stanly County,82,76,67,70,76,42,29,53,58,62,53,58,36,36,51,32,35,44,50,28,18,48,42
NC,Stokes County,83,80,74,80,81,33,19,62,60,68,67,58,28,14,55,42,37,37,53,21,11,46,45
NC,Surry County,80,67,61,71,81,53,36,55,58,60,53,59,45,38,50,34,41,47,50,37,24,48,52
NC,Swain County,80,72,61,71,61,37,16,27,11,42,28,31,16,11,18,15,14,21,16,10,3,29,17
NC,Transylvania County,88,83,53,72,76,52,28,42,41,63,53,59,50,18,56,14,38,36,34,21,12,27,42
NC,Union County,71,59,48,53,58,36,13,26,28,35,21,30,22,9,19,10,12,18,27,18,5,17,18
NC,Vance County,75,75,63,68,81,33,24,42,48,47,47,58,45,30,46,29,48,36,46,26,13,37,37
NC,Wake County,59,49,38,40,47,16,6,14,17,21,17,21,4,1,6,4,5,10,16,7,0,7,9
NC,Warren County,103,88,56,94,56,29,17,36,25,56,43,51,29,30,13,15,11,29,25,15,9,27,17
NC,Washington County,41,68,49,72,34,22,1,29,76,31,26,39,16,7,24,13,13,13,21,27,10,22,21
NC,Watauga County,152,133,112,162,119,96,41,83,81,79,95,117,108,64,76,26,35,51,69,47,28,65,60
NC,Wayne County,85,79,72,79,82,42,18,62,69,62,61,74,37,22,60,35,42,47,56,30,12,49,52
NC,Wilkes County,90,85,78,83,85,75,52,73,71,75,71,78,68,49,64,46,53,57,62,51,31,62,55
NC,Wilson County,90,77,74,79,80,44,22,61,62,65,64,69,51,32,57,44,42,56,58,37,14,54,51
NC,Yadkin County,76,83,69,72,76,53,27,54,57,58,61,56,38,23,50,39,45,44,50,30,18,46,50
NC,Yancey County,100,82,80,81,55,31,1,58,46,55,63,56,14,1,53,27,46,45,87,34,1,57,44
ND,Barnes County,NA,NA,NA,NA,44,NA,NA,60,51,NA,71,NA,NA,13,34,44,36,13,43,2,2,35,46
ND,Burleigh County,85,85,75,72,74,33,22,62,62,57,57,67,51,29,51,54,41,20,49,24,1,55,59
ND,Cass County,85,76,64,57,66,1,0,48,44,46,47,43,1,1,21,25,20,8,9,0,0,22,28
ND,Grand Forks County,85,88,83,61,69,2,1,55,64,61,57,56,9,1,32,48,38,1,6,2,1,27,47
ND,McKenzie County,83,97,50,54,93,66,19,70,41,52,47,68,65,7,66,51,17,20,73,20,16,48,41
ND,Mercer County,36,35,52,23,52,NA,2,69,35,18,32,28,2,9,26,27,16,17,17,1,4,21,32
ND,Morton County,95,89,71,59,68,9,10,64,56,49,61,69,26,13,43,49,41,14,40,7,0,46,69
ND,Mountrail County,92,111,169,27,166,127,16,148,65,44,48,52,20,15,10,17,6,5,10,1,0,12,10
ND,Ramsey County,83,71,56,70,62,9,2,73,53,61,69,64,38,40,58,59,45,30,36,2,13,59,62
ND,Richland County,123,120,92,94,115,3,25,95,88,83,79,95,12,3,90,67,112,51,60,2,5,70,97
ND,Stark County,90,83,81,75,77,44,23,76,72,64,70,75,48,41,73,66,49,52,62,37,2,69,65
ND,Stutsman County,95,88,89,70,96,3,13,61,76,83,84,106,42,10,76,60,75,28,49,3,2,72,64
ND,Traill County,NA,35,15,NA,NA,NA,NA,12,4,6,32,7,0,0,2,9,23,0,0,0,0,6,7
ND,Walsh County,17,25,28,9,14,0,0,30,15,14,10,26,2,0,11,10,15,0,0,0,0,15,3
ND,Ward County,83,82,76,77,72,16,9,56,54,55,61,67,31,19,62,53,21,32,53,10,1,47,52
ND,Williams County,84,87,71,74,78,48,31,75,76,69,70,76,48,25,64,52,40,49,57,28,17,47,55
OH ,Adams County,69,52,51,40,49,9,6,26,10,20,19,18,14,4,16,10,16,15,27,11,6,14,25
OH ,Allen County,84,78,68,70,74,26,16,51,27,43,42,33,1,1,22,32,30,41,50,25,1,42,30
OH ,Ashland County,89,63,48,59,64,18,11,40,12,28,36,36,1,3,11,19,25,39,46,24,0,42,29
OH ,Ashtabula County,74,47,41,50,44,7,6,29,6,19,22,27,0,2,12,15,22,20,26,10,0,20,14
OH ,Athens County,126,84,77,81,114,32,31,57,13,16,58,21,23,9,34,18,13,35,36,50,2,31,60
OH ,Auglaize County,82,56,50,48,59,24,8,30,12,25,22,23,6,3,14,16,16,24,31,15,1,19,20
OH ,Belmont County,77,64,54,58,69,19,10,40,18,25,42,37,11,12,24,27,31,36,47,26,4,45,23
OH ,Brown County,69,64,47,58,60,26,28,43,29,33,34,41,31,24,39,28,33,37,59,30,21,43,37
OH ,Butler County,74,63,42,44,55,18,8,33,8,20,22,18,11,4,18,15,16,26,35,22,0,23,23
OH ,Carroll County,65,50,49,43,60,17,9,44,13,14,28,21,6,3,18,23,11,13,25,16,0,27,21
OH ,Champaign County,84,72,63,62,68,11,5,38,12,13,22,21,0,2,13,11,16,20,50,17,0,23,21
OH ,Clark County,75,70,56,60,59,24,12,45,5,29,36,25,3,1,19,20,24,33,47,21,0,32,29
OH ,Clermont County,62,47,39,38,47,12,11,27,5,17,20,19,8,3,14,15,18,21,26,17,2,20,22
OH ,Clinton County,62,64,51,51,56,14,8,38,13,17,22,25,8,5,21,22,16,28,34,16,2,27,26
OH ,Columbiana County,77,53,36,39,45,9,7,32,9,18,18,24,0,2,14,15,17,20,29,13,1,23,12
OH ,Coshocton County,70,45,36,44,49,17,4,40,18,41,43,30,5,9,28,28,34,31,43,38,0,43,24
OH ,Crawford County,73,55,24,48,51,9,2,16,8,11,18,18,0,0,2,5,10,14,28,13,0,13,10
OH ,Cuyahoga County,62,41,28,28,36,1,1,8,0,4,4,5,0,0,0,1,1,6,11,2,0,2,1
OH ,Darke County,78,58,50,52,50,18,1,28,14,26,30,24,7,1,23,25,13,28,47,24,0,30,24
OH ,Defiance County,78,63,49,68,71,22,10,29,17,26,17,6,0,0,18,15,20,25,47,9,1,28,27
OH ,Delaware County,55,35,27,28,33,15,9,20,1,10,11,5,3,3,2,4,4,12,17,10,0,8,4
OH ,Erie County,86,69,65,56,59,9,10,38,9,26,25,19,1,2,12,22,22,29,32,13,1,31,23
OH ,Fairfield County,61,47,36,33,41,18,14,28,5,23,20,16,4,3,11,13,14,17,27,15,0,19,15
OH ,Fayette County,53,78,37,46,92,43,22,34,34,42,64,34,25,11,29,44,34,32,30,34,7,38,45
OH ,Franklin County,59,42,28,27,31,1,2,9,0,5,5,2,0,0,0,0,1,7,12,4,0,4,2
OH ,Fulton County,79,61,55,59,61,17,2,33,11,26,16,15,1,0,10,12,19,19,32,11,2,19,17
OH ,Gallia County,86,83,61,83,83,51,45,60,45,54,58,61,44,30,66,54,55,56,61,54,34,50,69
OH ,Geauga County,67,49,31,36,34,9,4,16,2,14,13,12,0,0,0,1,3,10,12,6,0,8,6
OH ,Greene County,71,52,38,41,47,13,9,33,4,14,16,15,3,2,14,11,10,24,28,16,0,20,21
OH ,Guernsey County,78,70,62,62,72,36,24,59,32,41,48,42,23,17,43,40,43,44,64,28,10,43,34
OH ,Hamilton County,60,48,33,33,43,9,6,25,2,14,14,14,6,2,10,8,7,18,24,13,0,13,14
OH ,Hancock County,74,70,63,63,66,25,13,40,22,31,28,31,1,1,22,20,28,44,53,19,2,43,30
OH ,Hardin County,69,30,46,34,36,5,4,16,7,19,14,10,0,0,6,7,6,14,19,14,1,11,12
OH ,Harrison County,108,50,71,77,42,4,0,18,1,10,20,17,1,0,4,8,12,15,49,11,0,24,7
OH ,Henry County,68,65,63,69,71,26,7,48,8,13,16,16,6,4,21,16,18,22,23,11,7,24,21
OH ,Highland County,85,50,46,50,81,24,17,40,10,22,22,36,18,9,23,13,23,31,36,26,2,26,24
OH ,Hocking County,72,69,50,69,60,25,19,49,29,27,49,27,16,4,24,22,28,28,34,24,3,18,27
OH ,Holmes County,78,78,65,75,67,41,22,60,32,35,58,57,20,9,50,43,54,63,57,40,0,70,37
OH ,Huron County,71,39,33,39,51,10,6,22,9,14,12,13,0,1,11,13,11,16,18,10,0,15,11
OH ,Jackson County,70,71,61,65,78,40,24,42,32,38,47,34,43,19,39,39,33,47,56,39,30,50,45
OH ,Jefferson County,88,53,36,44,58,13,9,26,7,18,29,20,2,2,19,15,17,21,24,11,0,26,14
OH ,Knox County,61,43,44,42,47,10,6,35,8,20,20,19,4,2,17,13,18,25,30,15,0,23,16
OH ,Lake County,71,50,43,42,48,11,6,31,2,18,22,18,0,0,4,10,12,19,26,13,0,13,12
OH ,Lawrence County,82,68,68,62,72,33,18,60,38,43,43,46,37,12,48,36,41,37,52,36,16,52,42
OH ,Licking County,61,47,39,44,45,18,13,30,8,23,26,20,5,5,12,17,19,24,32,22,0,22,11
OH ,Logan County,90,45,45,52,65,19,14,39,8,17,26,23,3,1,11,14,16,25,31,24,0,29,13
OH ,Lorain County,63,46,37,38,42,4,1,20,0,6,7,7,0,0,0,1,4,12,12,3,0,8,5
OH ,Lucas County,73,65,52,50,53,12,3,26,1,12,11,11,0,0,2,4,6,20,26,5,0,11,10
OH ,Madison County,75,71,61,55,60,21,6,39,17,30,46,30,8,7,15,35,34,43,48,14,1,30,32
OH ,Mahoning County,78,64,49,47,51,11,9,27,6,18,26,25,0,4,8,14,15,18,29,15,1,19,13
OH ,Marion County,71,62,56,56,57,2,3,37,14,27,30,24,1,1,12,17,22,29,39,2,0,34,24
OH ,Medina County,56,43,38,38,46,16,10,26,5,20,23,21,0,3,9,13,12,17,25,16,0,17,11
OH ,Meigs County,84,59,73,61,73,29,25,74,30,34,36,35,19,3,31,30,28,48,28,45,9,42,36
OH ,Mercer County,78,53,68,59,68,29,10,45,18,25,24,34,2,1,17,21,20,33,48,18,1,36,26
OH ,Miami County,72,56,44,40,49,12,5,33,5,23,19,20,4,2,17,17,19,24,33,14,0,25,20
OH ,Monroe County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,4,0,9,0,NA,NA,NA,8,NA,NA,5
OH ,Montgomery County,75,63,46,51,52,9,6,35,3,18,18,12,1,1,8,8,13,23,33,11,0,20,21
OH ,Morgan County,80,71,21,72,67,1,17,19,0,1,25,15,27,9,NA,36,4,44,52,47,0,2,32
OH ,Morrow County,59,53,47,41,55,3,5,29,2,8,12,17,0,0,4,4,7,23,38,13,0,20,9
OH ,Muskingum County,77,63,50,62,66,29,21,45,21,34,48,41,13,12,30,30,33,44,55,37,3,44,32
OH ,Noble County,46,34,20,20,26,9,12,19,18,21,21,14,10,19,13,15,20,18,19,19,10,18,20
OH ,Ottawa County,66,59,50,47,54,18,14,39,9,28,23,27,0,7,14,26,25,25,42,16,8,21,19
OH ,Paulding County,86,70,28,63,59,30,4,43,7,17,25,26,0,0,7,7,11,18,39,11,0,26,12
OH ,Perry County,79,59,58,65,61,23,17,59,13,25,32,23,9,4,35,21,17,29,41,22,4,31,22
OH ,Pickaway County,76,64,51,52,60,17,16,41,17,29,32,22,7,7,28,24,22,31,33,16,3,23,23
OH ,Pike County,78,71,67,78,70,29,24,54,18,37,29,29,33,8,34,29,22,37,48,30,7,52,35
OH ,Portage County,75,58,46,46,51,13,8,26,4,24,20,19,0,1,3,8,11,22,23,14,0,16,13
OH ,Preble County,86,71,55,70,77,33,12,56,18,48,47,41,12,4,33,51,44,51,53,26,3,36,43
OH ,Putnam County,88,77,69,68,80,11,3,45,12,24,17,15,2,0,14,17,23,41,39,13,1,30,18
OH ,Richland County,83,72,62,57,60,6,5,41,9,34,36,32,0,1,19,17,24,25,37,17,0,34,20
OH ,Ross County,77,64,62,66,74,29,28,54,20,34,45,36,26,10,30,26,32,41,41,29,8,34,39
OH ,Sandusky County,78,57,47,45,47,16,12,29,10,26,25,22,2,1,23,25,20,31,39,20,0,27,25
OH ,Scioto County,81,61,63,60,69,33,21,51,21,37,46,40,30,14,42,29,30,40,46,37,13,37,42
OH ,Seneca County,68,53,51,49,50,29,18,34,11,31,33,23,5,6,16,17,25,32,44,21,2,35,31
OH ,Shelby County,60,53,49,52,53,19,8,35,14,30,25,26,6,0,17,22,20,30,33,19,0,28,25
OH ,Stark County,78,64,55,55,59,14,13,37,9,23,29,29,0,4,13,19,19,30,38,23,1,28,18
OH ,Summit County,70,54,45,44,48,8,7,26,3,17,20,17,0,1,3,7,10,18,25,11,0,17,8
OH ,Trumbull County,77,62,49,53,59,14,8,39,15,30,34,33,1,2,13,19,22,27,35,15,1,30,25
OH ,Tuscarawas County,58,51,47,48,53,16,9,33,23,27,31,25,7,6,22,22,25,33,35,20,2,33,21
OH ,Union County,64,51,32,35,42,5,9,20,0,11,16,13,2,2,5,6,5,12,19,15,0,13,9
OH ,Van Wert County,90,61,73,58,84,27,18,52,29,38,30,40,2,1,28,37,39,36,45,23,1,48,42
OH ,Vinton County,87,49,78,69,67,NA,10,45,20,6,20,0,4,2,2,7,4,37,45,10,2,27,10
OH ,Warren County,64,52,37,42,47,24,12,28,4,18,19,18,10,5,14,15,15,23,30,19,1,18,20
OH ,Washington County,81,61,60,70,78,9,12,42,28,29,27,35,13,3,28,27,11,21,52,8,0,28,25
OH ,Wayne County,73,61,48,51,57,14,4,32,5,20,22,26,0,0,14,15,11,20,30,13,0,25,16
OH ,Williams County,78,79,68,78,75,14,4,32,18,25,18,21,2,0,10,22,39,32,40,12,1,16,22
OH ,Wood County,81,71,64,62,76,19,11,38,12,30,28,27,0,1,13,19,22,33,40,14,0,23,25
OH ,Wyandot County,90,52,82,80,68,26,13,40,23,25,40,30,4,2,16,26,31,30,45,22,0,19,25
OK ,Adair County,80,60,73,46,61,45,25,35,55,42,57,57,29,22,27,50,26,40,26,16,11,53,46
OK ,Alfalfa County,61,54,55,18,70,NA,1,9,32,31,27,19,9,4,33,9,9,54,17,1,4,26,22
OK ,Atoka County,89,87,78,73,88,64,28,54,85,68,60,70,35,64,50,71,59,71,68,40,27,55,68
OK ,Beckham County,72,61,63,76,93,70,48,54,65,60,66,73,49,48,41,49,62,62,53,46,35,47,51
OK ,Blaine County,84,71,102,76,74,50,8,39,61,49,74,65,25,39,11,62,56,56,61,10,7,36,59
OK ,Bryan County,82,71,69,68,88,52,28,61,61,59,57,58,37,24,38,50,50,52,53,19,16,47,58
OK ,Caddo County,46,66,63,45,61,26,11,30,34,45,47,34,30,28,25,30,42,26,25,15,16,35,35
OK ,Canadian County,81,69,61,63,65,33,13,46,48,53,45,48,25,14,26,39,40,40,33,14,9,36,38
OK ,Carter County,84,79,68,76,87,56,33,71,76,81,64,67,45,36,45,66,62,54,47,27,26,54,62
OK ,Cherokee County,94,77,76,56,61,39,16,49,45,52,51,41,24,20,42,39,44,37,39,20,15,42,38
OK ,Choctaw County,58,58,59,38,63,28,23,41,45,41,42,30,22,21,23,30,33,20,22,10,8,27,27
OK ,Cleveland County,81,64,62,56,63,29,10,44,46,47,36,39,24,11,20,35,34,36,29,12,5,30,35
OK ,Coal County,77,62,64,56,75,61,32,38,44,69,53,69,46,32,35,51,60,56,42,26,40,43,41
OK ,Comanche County,88,75,65,63,70,28,11,65,63,55,54,53,19,6,15,33,38,39,31,2,1,28,44
OK ,Cotton County,65,56,25,37,95,30,4,64,83,63,49,44,3,4,8,4,22,14,3,3,2,7,40
OK ,Craig County,72,51,47,74,93,50,35,46,67,57,70,55,20,18,35,46,56,44,23,21,19,36,58
OK ,Creek County,77,67,59,55,61,33,8,49,46,50,47,40,17,11,30,30,33,37,36,10,4,34,31
OK ,Custer County,100,74,88,74,81,63,38,64,71,67,73,83,47,51,54,68,71,71,66,48,35,58,67
OK ,Delaware County,86,61,69,56,68,47,39,60,44,65,52,52,36,40,48,46,50,53,40,20,16,48,52
OK ,Dewey County,NA,NA,110,NA,NA,NA,NA,NA,67,83,75,57,NA,43,58,NA,NA,NA,NA,NA,NA,NA,NA
OK ,Ellis County,102,30,70,52,NA,NA,NA,24,51,NA,57,49,13,49,34,49,26,48,18,10,8,38,42
OK ,Garfield County,86,78,80,79,79,59,25,68,75,81,84,81,59,24,65,66,72,71,61,34,23,69,75
OK ,Garvin County,84,68,63,52,64,45,14,42,52,53,46,46,25,23,24,46,50,38,30,18,13,39,46
OK ,Grady County,73,54,50,42,51,21,9,44,50,45,31,42,25,14,22,32,28,30,27,14,10,31,28
OK ,Greer County,82,29,66,91,85,6,5,22,71,55,33,69,15,33,8,35,27,28,15,7,4,9,35
OK ,Haskell County,93,79,69,83,93,52,14,71,60,68,58,81,33,39,42,65,97,56,52,23,23,55,48
OK ,Hughes County,90,53,53,38,70,30,6,31,45,38,40,48,22,5,23,20,37,39,13,7,6,25,35
OK ,Jackson County,72,70,75,69,78,43,32,77,69,81,62,74,53,33,51,58,62,62,50,15,3,46,49
OK ,Johnston County,85,42,43,41,41,28,10,34,42,37,28,34,20,14,21,28,34,27,35,17,13,27,22
OK ,Kay County,72,71,74,70,85,54,27,57,64,73,68,67,42,37,48,68,68,67,50,32,23,62,70
OK ,Kingfisher County,62,62,46,45,49,35,14,33,45,43,47,52,25,20,25,38,32,34,26,16,13,27,36
OK ,Kiowa County,53,46,24,36,13,10,2,28,66,29,47,37,34,6,7,45,19,16,8,8,1,10,33
OK ,Latimer County,96,52,85,74,85,32,15,65,54,61,56,26,10,35,30,37,68,41,29,3,7,45,58
OK ,Le Flore County,82,76,70,64,78,48,17,62,50,65,63,61,33,28,39,49,53,53,53,25,11,46,50
OK ,Lincoln County,98,78,71,60,86,57,16,61,60,60,52,57,37,39,42,46,59,54,42,37,16,48,49
OK ,Logan County,72,67,53,54,69,27,7,42,56,49,42,40,20,14,20,34,33,36,20,11,9,32,26
OK ,Love County,96,95,76,83,101,73,51,75,79,78,72,69,39,48,53,72,56,72,78,36,20,62,72
OK ,Major County,112,86,120,56,66,55,11,29,36,52,73,96,49,24,17,35,16,23,21,11,10,23,26
OK ,Marshall County,89,43,68,57,62,40,35,31,44,62,40,45,30,30,21,55,39,38,29,17,2,39,38
OK ,Mayes County,90,78,61,49,66,31,14,47,43,47,57,51,30,20,33,34,45,37,37,14,4,38,35
OK ,McClain County,87,76,68,71,78,42,15,56,59,58,51,56,31,17,34,47,51,50,49,19,10,47,51
OK ,McCurtain County,88,87,63,60,87,52,108,55,60,55,56,65,26,76,42,37,45,56,29,16,26,42,32
OK ,McIntosh County,79,72,63,53,57,35,48,63,58,57,48,49,32,46,36,48,53,43,39,13,25,44,40
OK ,Murray County,85,75,67,61,69,43,24,51,58,59,60,39,30,26,38,47,45,43,38,16,18,40,47
OK ,Muskogee County,89,73,71,61,75,50,29,62,59,60,57,56,46,32,44,53,54,53,50,32,17,48,54
OK ,Noble County,43,38,28,29,60,29,17,24,32,38,32,31,26,12,16,32,28,29,24,15,11,19,36
OK ,Nowata County,55,77,44,27,68,NA,5,30,31,16,18,28,9,2,12,13,13,7,10,4,1,35,43
OK ,Okfuskee County,87,39,45,34,69,15,9,47,30,44,29,31,19,10,28,27,28,21,19,8,9,23,33
OK ,Oklahoma County,78,66,58,55,60,29,9,46,46,49,39,41,24,8,19,35,36,34,31,13,4,32,35
OK ,Okmulgee County,82,61,47,48,63,28,13,28,38,49,38,39,17,16,19,23,42,28,26,8,12,30,29
OK ,Osage County,88,67,62,45,57,30,16,39,39,42,45,38,20,18,31,29,38,35,23,9,8,26,38
OK ,Ottawa County,106,77,75,67,92,46,23,60,56,56,63,52,36,37,43,53,68,59,49,15,10,42,39
OK ,Pawnee County,105,72,45,48,82,49,19,27,34,27,22,35,9,12,15,28,27,24,19,18,7,23,33
OK ,Payne County,114,102,94,94,97,53,30,69,78,82,82,82,50,40,55,66,69,66,63,37,19,61,69
OK ,Pittsburg County,70,66,63,54,66,40,32,53,58,59,60,58,37,35,38,49,49,56,45,24,21,50,48
OK ,Pontotoc County,93,90,71,68,85,53,27,64,68,65,64,69,55,31,51,62,63,63,52,29,22,59,62
OK ,Pottawatomie County,92,70,60,51,68,34,19,50,51,52,43,42,28,19,28,41,39,36,35,17,14,37,39
OK ,Pushmataha County,68,69,51,56,64,31,11,62,56,38,45,62,25,31,30,47,54,43,55,21,9,42,45
OK ,Rogers County,86,75,58,53,64,33,12,50,51,54,47,47,26,17,40,41,41,39,33,11,7,29,45
OK ,Seminole County,88,72,62,63,79,45,14,58,51,73,51,60,25,19,31,43,51,44,34,12,5,38,41
OK ,Sequoyah County,76,73,64,51,69,35,18,46,39,49,48,51,29,20,21,43,55,44,33,14,12,40,38
OK ,Stephens County,76,61,62,61,67,55,28,60,56,57,56,61,32,29,40,50,45,47,39,28,18,48,44
OK ,Texas County,83,74,73,89,121,87,53,66,74,83,130,90,55,52,46,68,64,69,71,34,31,55,67
OK ,Tillman County,NA,83,26,85,NA,NA,NA,19,41,48,30,22,60,10,17,21,18,18,26,16,10,13,21
OK ,Tulsa County,82,74,62,54,63,32,9,45,46,51,46,45,25,9,25,34,36,36,33,11,4,29,37
OK ,Wagoner County,87,71,61,65,56,34,9,53,42,55,44,47,27,14,32,36,41,31,29,7,8,36,38
OK ,Washington County,91,89,78,68,67,42,6,58,49,57,55,58,33,23,42,53,53,48,41,18,16,34,55
OK ,Washita County,79,96,69,77,64,26,29,76,52,79,54,65,25,22,38,62,92,54,29,10,4,36,28
OK ,Woods County,114,99,142,125,129,201,60,78,86,101,105,83,77,83,76,82,95,83,73,60,45,71,85
OK ,Woodward County,89,78,89,83,85,62,54,62,69,80,80,93,50,45,50,63,60,66,51,46,28,56,78
OR ,Baker County,86,72,70,94,86,42,4,74,93,45,61,58,24,2,51,56,67,80,75,21,27,28,90
OR ,Benton County,67,36,37,38,50,8,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,1
OR ,Clackamas County,66,56,47,47,56,16,7,18,6,12,9,8,0,0,3,9,10,14,16,5,1,10,13
OR ,Clatsop County,101,56,88,50,86,19,15,39,3,22,2,2,1,1,1,2,1,6,4,1,1,4,15
OR ,Columbia County,49,42,40,33,37,11,2,19,9,12,11,11,0,0,7,8,9,12,19,3,0,16,9
OR ,Coos County,73,75,64,56,67,23,13,48,2,4,8,16,1,1,8,5,26,21,31,1,1,25,18
OR ,Crook County,80,72,66,49,81,42,31,72,47,52,44,73,16,1,39,39,44,45,42,11,0,48,44
OR ,Curry County,132,134,88,93,53,9,7,31,10,6,6,6,4,4,5,8,7,9,5,4,4,4,6
OR ,Deschutes County,69,66,66,58,71,31,26,45,20,25,24,28,1,1,13,19,16,25,35,1,0,24,35
OR ,Douglas County,78,74,63,62,71,19,4,35,18,16,19,15,1,0,5,19,26,29,34,1,0,11,26
OR ,Hood River County,57,43,41,62,65,28,25,31,16,23,25,23,6,0,6,15,14,20,37,13,1,36,33
OR ,Jackson County,91,75,75,75,79,27,17,47,30,37,36,39,1,0,20,23,33,37,38,1,0,25,32
OR ,Jefferson County,47,55,37,40,97,37,12,24,18,11,17,11,1,0,3,15,9,20,16,0,0,5,22
OR ,Josephine County,95,69,81,75,77,30,19,49,31,42,29,48,1,1,16,21,36,33,51,1,1,32,49
OR ,Klamath County,95,77,57,61,65,17,7,40,24,27,30,31,1,1,7,23,31,16,26,1,1,7,20
OR ,Lane County,76,64,64,53,65,16,6,20,5,13,13,15,0,0,1,13,10,15,23,0,0,10,18
