stname,countyname,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20
MO,Stone County,72,78,71,44,65,31,21,51,31,46,35,47,23,35,48,36,38,38,45,5,9,37,38
MO,Taney County,86,81,80,67,77,50,23,58,32,51,53,53,24,13,29,36,47,37,39,4,4,30,24
MO,Texas County,88,67,56,47,65,31,7,59,35,55,50,46,16,12,61,35,53,60,55,12,11,53,15
MO,Vernon County,64,84,80,66,77,67,27,61,60,65,60,73,63,18,54,64,64,60,72,12,6,57,54
MO,Warren County,79,85,57,56,59,36,3,47,36,44,44,37,10,14,32,39,36,39,45,10,7,19,17
MO,Washington County,80,79,64,58,79,42,21,46,39,59,52,50,26,40,45,52,63,60,50,24,25,34,57
MO,Wayne County,45,49,42,23,100,19,6,55,4,53,32,20,11,28,19,13,44,23,51,18,36,5,10
MO,Webster County,89,78,63,52,64,28,4,42,39,52,35,38,16,10,43,44,35,38,38,15,6,26,39
MO,Wright County,70,89,57,45,89,42,11,47,48,65,61,46,17,15,26,52,79,54,58,18,22,31,49
MT,Beaverhead County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MT,Big Horn County,NA,NA,111,46,93,30,18,27,13,33,49,138,19,8,78,117,19,21,23,12,19,NA,148
MT,Cascade County,78,74,72,56,63,14,1,51,48,50,49,60,1,1,18,20,10,30,30,2,1,17,22
MT,Custer County,81,100,86,100,88,79,47,88,90,83,86,96,4,46,88,75,79,74,74,55,75,94,98
MT,Dawson County,NA,94,NA,113,NA,NA,38,NA,84,109,91,93,39,24,50,75,31,46,68,67,2,NA,78
MT,Deer Lodge County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA
MT,Fergus County,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,52,5,3,46,47,54,NA,NA,NA,NA,NA,93
MT,Flathead County,85,85,79,72,77,32,13,45,42,51,53,59,1,1,22,17,10,17,20,15,1,33,29
MT,Gallatin County,90,80,62,52,76,23,16,38,23,31,29,30,1,1,10,2,2,10,13,4,1,15,20
MT,Glacier County,81,44,NA,56,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,NA,NA,NA,NA
MT,Hill County,50,59,65,70,62,16,2,45,35,37,25,39,2,2,43,3,15,50,37,5,2,2,35
MT,Jefferson County,98,91,79,94,90,11,0,47,32,84,65,74,8,0,11,8,10,30,46,0,2,14,22
MT,Lake County,38,38,57,54,40,15,9,32,19,15,17,30,0,0,14,7,2,3,14,2,0,11,7
MT,Lewis and Clark County,70,67,58,53,68,16,4,43,29,42,40,48,0,1,12,12,5,13,18,1,1,16,12
MT,Lincoln County,7,128,15,112,20,8,5,10,5,10,16,7,3,3,4,5,4,8,6,4,4,4,6
MT,Missoula County,86,75,71,71,74,25,13,53,41,48,51,65,3,0,17,20,9,34,28,13,1,16,31
MT,Park County,90,92,78,90,67,6,22,40,32,21,44,6,4,3,6,1,2,5,23,1,3,2,24
MT,Ravalli County,68,80,59,81,74,15,20,38,37,35,26,48,2,0,20,16,13,27,36,3,0,22,26
MT,Richland County,51,37,52,53,51,10,15,42,34,68,44,115,20,13,43,35,23,32,36,2,3,31,37
MT,Silver Bow County,79,76,79,78,72,49,23,75,59,69,63,64,14,20,37,45,36,46,52,25,11,44,71
MT,Stillwater County,NA,21,56,16,NA,NA,49,39,42,34,38,165,19,42,9,7,9,9,20,19,8,11,12
MT,Yellowstone County,76,66,60,57,66,32,12,62,49,48,59,63,1,2,29,24,19,19,32,14,3,34,43
NE,Adams County,83,70,76,68,68,27,22,61,65,73,62,71,20,26,55,58,54,49,56,28,22,61,65
NE,Box Butte County,88,78,102,39,62,33,29,99,95,96,98,105,37,58,78,91,83,46,87,58,5,62,81
NE,Buffalo County,91,83,83,83,81,64,43,85,81,87,86,85,38,50,76,85,86,66,71,62,35,74,85
NE,Burt County,43,74,35,26,47,25,4,31,54,37,9,33,8,3,21,42,50,11,5,19,3,15,46
NE,Butler County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,33,75,81,60,NA,NA,NA,NA,NA
NE,Cass County,80,75,70,67,62,35,8,54,43,41,47,49,15,10,48,41,50,53,25,24,5,35,43
NE,Cherry County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NE,Cheyenne County,71,77,79,52,49,80,73,97,75,78,75,79,57,97,70,80,84,65,83,74,98,68,68
NE,Clay County,NA,66,NA,NA,NA,NA,NA,36,32,33,29,32,2,4,34,32,31,4,26,20,1,11,21
NE,Colfax County,100,96,42,87,90,38,12,52,93,47,88,66,20,8,39,66,63,58,56,32,1,100,65
NE,Cuming County,74,65,39,73,36,17,9,47,51,37,35,21,10,11,18,49,35,13,29,13,6,36,47
NE,Custer County,61,120,33,32,32,NA,NA,32,37,52,47,67,5,21,NA,31,40,26,88,NA,NA,70,45
NE,Dakota County,67,57,69,43,42,26,1,46,61,35,57,64,10,8,33,40,58,38,40,15,2,50,59
NE,Dawes County,83,97,84,34,46,40,63,78,64,74,92,71,45,53,72,83,80,39,67,64,62,73,82
NE,Dawson County,87,58,66,53,57,36,36,67,68,55,66,62,33,38,54,65,63,40,58,48,30,58,65
NE,Dodge County,82,84,72,64,76,58,28,64,70,74,62,71,37,43,65,65,70,61,65,52,31,58,73
NE,Douglas County,72,61,47,41,51,18,5,33,35,35,35,40,10,10,29,34,35,25,20,15,6,23,36
NE,Gage County,78,66,55,56,57,52,29,47,54,56,54,54,39,35,49,56,58,51,47,36,27,51,59
NE,Hall County,80,78,72,72,75,54,32,68,72,73,69,77,35,35,63,62,66,54,64,43,22,58,67
NE,Hamilton County,59,43,99,53,91,52,33,53,57,59,57,55,12,28,25,31,54,27,21,19,16,33,18
NE,Holt County,79,37,44,38,26,23,25,40,46,39,39,74,27,28,35,41,78,34,40,29,9,40,60
NE,Howard County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,3,6,36,18,NA,8,NA,10,1,32,19
NE,Jefferson County,72,79,42,50,191,26,8,51,52,142,50,73,21,26,49,50,83,59,52,28,24,50,51
NE,Kearney County,47,62,38,6,NA,NA,3,33,43,6,57,81,0,3,15,5,6,4,14,5,3,35,41
NE,Keith County,60,72,109,59,79,46,77,73,93,103,124,92,58,87,71,79,142,45,53,75,59,74,59
NE,Lancaster County,84,78,70,63,71,29,10,53,49,59,49,52,16,18,42,48,52,44,40,21,10,42,50
NE,Lincoln County,89,93,92,87,85,73,66,83,91,100,88,84,62,72,76,86,93,67,79,75,58,86,82
NE,Madison County,83,86,81,76,72,58,37,71,73,78,77,80,43,50,72,78,79,60,65,52,47,73,82
NE,Merrick County,34,32,23,53,NA,NA,NA,24,18,23,11,29,5,7,13,15,13,4,8,7,0,12,10
NE,Nemaha County,43,35,11,49,44,NA,4,12,16,14,11,12,4,8,13,12,66,13,14,5,4,12,60
NE,Otoe County,36,62,35,22,52,19,10,43,24,51,43,26,13,13,26,40,49,35,25,14,13,41,20
NE,Phelps County,35,23,32,26,32,20,11,23,23,24,23,26,9,11,21,23,28,18,19,12,9,32,22
NE,Pierce County,94,97,85,82,35,25,5,82,80,81,91,53,10,4,41,75,78,60,61,23,21,64,71
NE,Platte County,82,78,75,66,76,41,20,74,78,80,73,81,45,47,69,79,77,60,63,52,39,65,77
NE,Red Willow County,79,78,87,72,80,78,60,78,87,83,71,76,66,63,72,88,90,85,92,86,53,100,90
NE,Richardson County,36,42,27,45,36,NA,2,25,26,34,44,35,16,15,24,27,26,29,22,7,17,24,29
NE,Saline County,80,83,76,59,72,27,3,32,35,47,43,76,9,9,17,38,54,50,29,9,6,50,34
NE,Sarpy County,71,64,51,48,57,28,10,38,41,43,38,44,19,16,36,38,43,32,31,22,11,31,41
NE,Saunders County,64,53,48,36,61,19,1,30,43,37,33,37,4,8,32,28,37,26,14,5,3,26,31
NE,Scotts Bluff County,86,88,84,46,57,52,37,69,71,72,74,58,36,34,64,69,68,39,58,40,28,52,53
NE,Seward County,77,67,53,67,66,29,7,63,42,60,57,62,16,14,31,36,34,35,37,17,9,27,47
NE,Thurston County,NA,28,22,NA,NA,NA,NA,5,44,43,21,NA,1,NA,25,27,5,51,7,2,NA,NA,NA
NE,Washington County,96,59,51,63,63,34,9,34,28,37,42,41,11,13,28,42,37,31,20,17,7,22,36
NE,Wayne County,221,101,106,120,70,60,19,84,111,158,127,145,61,44,86,90,130,85,84,71,30,87,116
NE,York County,93,64,103,68,86,57,82,50,194,99,94,159,44,49,53,76,85,49,73,34,40,49,70
NV,Carson City,90,70,56,43,57,11,3,35,28,41,34,36,7,1,14,23,27,25,34,1,0,5,10
NV,Churchill County,81,45,50,43,66,33,3,27,26,31,24,40,20,1,24,33,41,27,45,10,1,19,14
NV,Clark County,79,61,40,20,32,3,1,8,7,6,6,13,1,0,4,5,7,5,11,1,0,1,1
NV,Douglas County,69,70,55,38,62,8,8,24,22,27,23,38,9,6,18,38,30,33,40,7,0,13,13
NV,Elko County,86,91,82,81,72,28,38,65,80,66,55,77,50,29,57,65,71,68,58,34,19,50,67
NV,Humboldt County,86,70,104,116,115,32,65,52,64,69,76,52,28,5,37,45,47,62,48,37,2,29,56
NV,Lyon County,84,44,41,37,36,9,6,24,18,19,20,22,5,0,14,15,14,16,19,2,0,6,10
NV,Nye County,92,58,61,41,44,3,1,13,16,31,9,40,3,1,15,23,18,11,15,1,0,4,1
NV,Storey County,75,62,52,44,44,1,3,29,29,44,30,40,0,0,26,34,29,38,48,0,0,9,41
NV,Washoe County,81,60,54,44,61,11,8,28,22,29,25,39,8,0,19,23,22,25,33,4,0,9,11
NV,White Pine County,65,95,37,47,45,27,28,42,29,58,36,37,32,23,29,22,45,45,54,24,23,25,40
NH,Belknap County,80,56,57,49,54,17,17,34,22,37,37,44,6,0,7,22,27,16,26,22,3,39,36
NH,Carroll County,85,47,35,24,43,17,26,17,3,14,16,26,5,0,3,9,8,14,14,7,4,10,19
NH,Cheshire County,79,61,49,39,58,16,2,27,9,23,30,40,5,0,1,17,16,18,17,3,0,19,18
NH,Coos County,61,35,31,28,15,0,1,15,13,18,21,17,0,0,2,2,9,1,2,1,0,7,11
NH,Grafton County,79,40,33,26,32,7,0,17,8,13,21,26,0,0,2,3,6,1,1,1,0,12,6
NH,Hillsborough County,62,47,40,30,45,12,3,9,6,12,18,32,2,0,0,8,5,2,3,5,0,8,13
NH,Merrimack County,72,53,47,43,48,22,3,17,8,23,29,38,3,0,4,10,16,7,15,9,0,20,20
NH,Rockingham County,60,45,36,29,45,22,10,12,11,17,21,29,6,0,3,13,11,6,9,9,1,13,16
NH,Strafford County,69,45,49,35,44,16,2,12,4,16,26,34,1,0,1,9,4,4,4,3,0,14,15
NH,Sullivan County,47,34,26,22,36,4,0,13,10,21,10,21,2,0,10,7,16,7,11,6,0,8,17
NJ,Atlantic County,81,33,24,20,33,3,0,0,2,0,5,6,0,0,0,0,0,1,2,0,0,3,1
NJ,Bergen County,34,19,15,11,22,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
NJ,Burlington County,56,33,25,21,35,6,0,0,3,0,5,7,0,0,0,0,2,2,3,0,0,2,2
NJ,Camden County,60,33,28,25,38,5,0,0,3,0,7,8,0,0,0,0,2,3,6,0,0,4,3
NJ,Cape May County,80,49,28,28,51,16,3,0,6,0,13,16,0,2,6,2,5,8,7,1,7,11,7
NJ,Cumberland County,80,55,50,43,63,24,0,13,24,9,25,32,0,0,24,15,24,23,30,6,2,25,18
NJ,Essex County,41,14,14,9,22,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
NJ,Gloucester County,65,40,32,33,44,18,0,0,8,3,14,17,0,0,4,3,7,8,11,4,0,10,10
NJ,Hudson County,36,11,10,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NJ,Hunterdon County,43,22,21,19,28,16,0,0,2,0,3,9,0,0,0,0,1,2,2,1,0,2,2
NJ,Mercer County,50,28,23,16,32,4,0,0,1,0,4,6,0,0,0,0,1,0,1,0,0,1,2
NJ,Middlesex County,44,25,19,14,27,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NJ,Monmouth County,47,31,28,23,38,17,0,0,5,0,7,13,0,0,0,1,3,4,2,6,2,6,6
NJ,Morris County,45,26,20,18,29,13,0,0,3,0,5,8,0,0,0,0,2,2,0,2,0,3,3
NJ,Ocean County,55,43,34,31,46,18,0,0,8,0,14,16,0,0,3,2,4,7,4,4,0,7,7
NJ,Passaic County,50,25,21,13,23,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
NJ,Salem County,77,41,49,46,58,13,0,11,21,14,25,29,0,0,15,9,7,16,17,2,0,20,13
NJ,Somerset County,40,20,14,9,23,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
NJ,Sussex County,57,42,33,28,37,10,0,0,4,3,9,11,0,0,0,0,1,3,4,1,0,2,6
NJ,Union County,45,24,20,18,26,2,0,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0
NJ,Warren County,39,23,21,17,28,3,0,0,3,0,3,8,0,0,0,0,1,2,3,0,0,1,2
NM,Bernalillo County,69,53,48,36,45,9,3,26,5,7,4,12,0,0,2,9,7,9,18,3,0,6,6
NM,Chaves County,85,79,71,73,79,46,31,62,46,50,46,49,29,11,42,51,51,54,60,35,13,48,52
NM,Cibola County,41,29,158,49,164,178,478,40,50,195,234,27,164,461,26,26,40,48,37,41,115,19,7
NM,Colfax County,177,619,260,129,367,52,46,80,94,90,30,66,25,23,52,48,45,37,47,52,20,50,46
NM,Curry County,82,74,70,74,69,35,30,72,47,57,54,43,33,17,49,51,46,56,59,36,14,50,61
NM,Dona Ana County,71,63,50,52,60,15,3,34,32,4,4,3,0,0,4,6,5,9,15,1,0,4,8
NM,Eddy County,82,88,80,70,89,46,38,66,56,58,55,56,31,14,47,54,50,52,50,33,16,45,52
NM,Grant County,71,33,6,2,2,13,1,52,3,1,1,1,1,1,1,2,2,1,2,1,1,1,1
NM,Guadalupe County,108,97,107,92,112,114,110,109,103,111,117,109,115,105,72,65,98,89,107,101,109,NA,NA
NM,Hidalgo County,NA,50,171,127,156,151,141,NA,120,114,140,89,165,121,27,82,143,130,103,128,139,NA,NA
NM,Lea County,77,72,73,83,77,39,25,69,53,58,57,49,24,13,49,57,56,57,56,33,18,54,51
NM,Lincoln County,162,120,112,122,114,76,71,78,42,21,19,5,7,6,5,15,22,16,44,1,10,23,20
NM,Los Alamos County,53,32,2,12,6,0,1,2,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1
NM,Luna County,73,76,78,105,88,112,56,49,68,71,66,59,62,34,45,50,60,48,61,59,48,54,45
NM,McKinley County,58,51,87,63,67,69,45,38,27,25,30,28,29,20,18,14,40,16,22,27,37,30,26
NM,Otero County,73,85,67,72,76,3,2,37,10,4,2,3,1,1,3,8,2,4,20,1,1,2,3
NM,Quay County,111,223,625,549,464,650,660,151,22,269,332,42,414,555,87,9,388,269,115,327,472,61,7
NM,Rio Arriba County,30,35,27,11,25,1,1,15,1,1,5,1,0,0,4,10,5,13,12,7,1,7,3
NM,Roosevelt County,93,69,87,67,79,49,41,71,49,65,67,63,22,22,48,59,76,71,76,37,23,68,60
NM,San Juan County,87,70,68,63,77,27,11,52,38,35,29,30,8,2,18,33,33,34,40,7,1,37,37
NM,San Miguel County,88,84,71,52,80,33,23,38,31,41,61,33,3,6,25,53,40,19,66,19,23,25,4
NM,Sandoval County,68,53,36,25,37,2,5,24,6,8,5,8,0,0,4,11,6,8,9,2,0,5,6
NM,Santa Fe County,77,51,45,31,36,1,1,23,2,4,1,3,0,0,1,5,3,9,13,0,0,4,3
NM,Sierra County,104,97,43,61,82,12,5,42,86,40,4,7,5,2,6,21,14,20,6,10,3,58,33
NM,Socorro County,112,92,102,104,128,87,58,68,66,73,72,80,21,11,48,72,48,47,87,39,23,47,82
NM,Taos County,161,128,97,19,67,10,2,37,16,13,2,8,2,3,16,26,16,6,21,1,1,12,15
NM,Torrance County,121,47,172,111,92,139,156,96,51,94,68,46,42,139,49,28,45,66,76,31,70,29,28
NM,Valencia County,52,39,36,33,35,5,2,25,6,13,9,8,1,2,10,5,11,9,16,2,2,7,4
NY,Albany County,60,31,22,16,24,1,0,0,0,1,2,4,0,0,0,1,1,1,1,1,0,1,1
NY,Allegany County,46,8,17,21,24,6,1,1,1,6,14,19,1,0,1,1,3,7,5,1,2,7,12
NY,Bronx,13,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Broome County,71,51,38,30,32,1,0,0,1,1,4,7,0,0,0,1,1,1,1,0,0,1,1
NY,Cattaraugus County,61,37,21,37,33,1,1,1,9,17,24,30,1,1,1,7,9,18,21,4,1,16,17
NY,Cayuga County,66,46,58,55,58,3,1,1,14,17,32,29,0,1,10,20,26,32,30,7,1,13,22
NY,Chautauqua County,89,75,62,58,63,17,2,19,15,25,18,38,2,2,4,13,23,19,37,16,1,19,24
NY,Chemung County,78,58,46,46,46,2,1,1,4,14,22,18,0,0,4,3,9,9,17,2,0,14,24
NY,Chenango County,81,56,46,23,34,0,0,0,1,1,3,3,0,0,0,3,3,0,1,0,0,4,1
NY,Clinton County,77,67,55,51,46,1,1,1,2,1,2,4,1,0,0,1,1,1,1,1,0,1,2
NY,Columbia County,66,32,34,28,36,2,1,1,1,0,11,14,0,0,0,0,24,5,2,2,0,9,18
NY,Cortland County,139,118,94,91,105,32,14,3,18,37,53,29,1,2,8,39,52,42,17,13,1,35,48
NY,Delaware County,60,21,29,13,17,1,2,1,1,2,3,11,1,1,1,1,3,3,1,1,1,3,5
NY,Dutchess County,58,46,37,33,38,6,0,0,2,1,8,12,0,0,0,1,5,1,0,0,0,3,6
NY,Erie County,66,43,25,22,21,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,0,1
NY,Essex County,47,32,32,27,10,1,0,7,2,20,6,21,3,0,1,6,5,4,10,2,1,13,7
NY,Franklin County,85,50,52,40,39,9,1,1,2,11,5,28,7,1,1,15,12,4,2,10,1,20,15
NY,Fulton County,65,39,46,47,42,15,1,1,15,13,24,34,2,0,12,8,15,28,17,4,0,21,14
NY,Genesee County,73,43,29,35,36,5,0,8,11,15,14,18,0,0,3,1,8,7,7,0,0,15,10
NY,Greene County,68,31,37,23,37,3,4,0,0,0,3,5,0,0,0,0,2,0,2,7,0,4,5
NY,Herkimer County,53,44,39,37,32,5,1,4,7,9,14,16,0,0,3,11,14,14,10,9,0,15,19
NY,Jefferson County,70,54,41,36,31,0,0,2,3,4,8,9,0,0,1,2,11,8,1,1,0,1,8
NY,Kings County,24,9,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Lewis County,84,51,34,67,18,0,0,5,13,16,17,19,1,0,1,19,12,2,8,10,0,18,19
NY,Livingston County,81,48,32,29,31,0,0,1,5,6,6,10,0,0,0,1,1,4,2,0,0,4,6
NY,Madison County,96,48,32,41,32,1,0,0,0,3,9,7,0,0,0,6,3,6,1,2,0,3,6
NY,Monroe County,64,43,29,26,27,1,0,0,1,2,3,7,0,0,0,1,2,4,2,0,0,3,4
NY,Montgomery County,64,53,33,29,37,1,1,0,7,6,5,12,0,0,3,11,2,5,7,1,0,11,5
NY,Nassau County,43,29,25,20,28,8,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
NY,New York County,15,4,4,2,2,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1
NY,Niagara County,68,42,33,25,22,0,0,0,1,5,2,10,0,0,0,0,5,6,4,0,0,1,1
NY,Oneida County,73,52,39,39,50,2,1,0,1,2,11,17,1,0,1,7,8,9,6,3,0,7,8
NY,Onondaga County,88,45,39,34,36,1,0,0,0,1,3,5,0,0,0,1,1,1,1,1,0,1,3
NY,Ontario County,83,36,25,19,31,2,0,0,6,5,6,11,0,0,0,0,3,6,3,0,0,1,5
NY,Orange County,56,36,37,31,38,7,0,0,5,2,9,13,0,0,0,1,3,2,1,0,0,3,5
NY,Orleans County,60,48,27,45,38,3,1,0,2,8,12,18,0,0,6,2,5,17,10,0,0,14,7
NY,Oswego County,88,52,42,36,42,1,0,0,4,8,14,9,0,0,0,1,8,1,4,0,0,10,9
NY,Otsego County,77,42,53,31,42,2,1,2,2,4,10,11,1,1,1,6,10,2,1,1,1,10,16
NY,Putnam County,59,44,46,35,47,22,8,0,12,1,10,14,0,0,0,3,5,4,0,1,0,1,3
NY,Queens County,22,6,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Rensselaer County,66,36,35,26,34,1,0,0,0,2,7,17,0,0,0,1,5,6,2,3,0,6,3
NY,Richmond County,43,30,29,23,26,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NY,Rockland County,53,34,30,23,29,4,0,0,2,0,3,6,0,0,0,0,0,1,0,1,0,2,1
NY,Saratoga County,66,42,36,27,33,5,3,0,0,2,8,14,0,0,0,2,7,4,2,5,0,5,6
NY,Schenectady County,58,29,25,20,28,0,0,0,0,1,3,7,0,0,0,0,1,1,1,1,0,1,4
NY,Schoharie County,69,27,6,40,18,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0
NY,Schuyler County,97,22,20,34,21,0,0,0,1,4,24,9,0,0,0,0,0,0,0,0,0,17,4
NY,Seneca County,101,69,42,56,57,12,0,23,27,30,50,61,0,2,17,17,23,34,52,20,0,16,51
NY,St. Lawrence County,84,45,41,39,44,2,1,1,3,2,2,4,1,1,1,2,2,2,2,2,1,3,3
NY,Steuben County,87,58,43,47,45,1,0,0,2,6,14,20,0,0,0,1,4,4,1,0,0,6,5
NY,Suffolk County,58,42,42,33,44,20,6,0,11,5,14,18,0,0,4,5,7,6,2,6,0,8,8
NY,Sullivan County,57,19,19,11,21,0,1,0,0,0,1,6,0,0,0,0,0,0,1,0,0,1,3
NY,Tioga County,69,49,53,45,30,0,0,0,0,5,7,12,0,0,0,0,1,2,3,0,0,0,5
NY,Tompkins County,72,42,36,5,24,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1
NY,Ulster County,69,46,43,34,35,1,1,0,1,2,12,11,0,0,1,1,2,2,1,1,0,3,4
NY,Warren County,71,54,54,42,52,30,17,3,2,10,20,36,8,0,1,13,15,21,21,17,1,24,28
NY,Washington County,77,55,41,33,47,14,1,6,9,13,11,28,6,0,2,11,21,19,15,8,1,10,16
NY,Wayne County,75,53,32,40,48,0,0,0,7,10,11,22,0,0,2,7,11,8,11,0,0,7,13
NY,Westchester County,42,24,22,17,26,6,0,0,1,0,1,4,0,0,0,0,0,0,0,1,0,0,1
NY,Wyoming County,46,23,36,46,36,0,0,0,0,0,14,2,0,0,0,5,1,1,10,0,0,5,0
NY,Yates County,106,27,21,45,38,0,0,0,9,5,10,15,0,0,8,13,11,12,9,3,0,16,18
NC,Alamance County,84,71,67,67,78,40,19,44,47,51,54,54,30,13,41,31,36,41,51,29,11,43,39
NC,Alexander County,88,87,78,80,85,51,31,66,69,72,67,73,60,39,64,41,46,58,62,40,21,55,57
NC,Alleghany County,98,55,43,53,63,54,25,39,42,50,39,55,57,18,54,21,33,43,58,37,11,39,46
NC,Anson County,93,90,78,85,97,60,31,74,71,79,77,74,45,33,59,43,46,58,51,38,15,51,59
NC,Ashe County,76,71,57,73,77,54,39,61,53,59,53,66,56,35,51,27,39,42,53,29,21,47,47
NC,Avery County,89,71,64,64,86,38,28,52,53,59,43,49,49,31,51,21,20,38,41,25,21,29,31
NC,Beaufort County,88,77,65,74,81,44,23,51,53,53,50,55,37,29,54,39,43,38,48,26,16,50,48
NC,Bertie County,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NC,Bladen County,91,73,69,74,86,36,23,47,63,58,46,63,33,49,44,29,46,40,50,16,18,42,45
NC,Brunswick County,77,62,57,61,65,26,14,36,26,32,33,37,23,16,29,13,18,31,31,12,3,21,25
NC,Buncombe County,79,66,55,62,63,32,4,28,31,40,37,19,4,0,12,8,13,15,26,9,0,16,18
NC,Burke County,85,72,73,76,81,56,34,62,64,69,62,69,51,35,58,42,46,53,59,41,19,52,52
NC,Cabarrus County,73,61,53,54,64,38,13,35,40,44,28,25,13,4,21,17,18,23,33,16,3,20,20
NC,Caldwell County,84,81,77,85,82,51,25,60,64,70,67,78,47,33,62,32,41,50,59,33,15,50,49
NC,Camden County,85,84,92,81,81,68,31,57,68,66,74,68,66,41,84,39,57,65,69,59,32,49,61
NC,Carteret County,89,66,66,65,79,32,30,36,28,22,29,29,22,31,30,20,11,21,28,15,14,18,17
NC,Caswell County,95,82,62,81,79,51,46,49,57,61,57,60,11,17,53,33,15,40,38,20,28,34,60
NC,Catawba County,87,77,74,73,75,55,26,54,58,63,58,67,53,34,55,32,39,44,52,38,19,49,45
NC,Chatham County,73,69,53,56,60,23,12,26,42,35,40,41,23,12,29,18,18,24,38,13,6,23,21
NC,Cherokee County,88,83,69,75,70,25,13,31,39,55,53,57,21,8,24,9,7,27,42,9,1,26,28
NC,Chowan County,84,54,53,57,58,32,28,32,37,24,43,49,27,32,37,21,36,42,43,26,13,36,31
NC,Clay County,56,74,67,59,56,49,21,42,34,42,65,63,41,2,29,7,8,19,36,14,0,25,32
NC,Cleveland County,88,78,71,75,84,55,22,57,56,72,63,64,41,24,52,34,38,47,51,35,18,51,49
NC,Columbus County,97,78,79,85,101,57,25,69,60,64,60,85,48,36,65,46,44,50,58,36,19,55,54
NC,Craven County,74,59,61,66,72,24,4,42,50,40,43,53,32,14,32,25,17,28,40,12,2,24,31
NC,Cumberland County,77,72,64,60,71,16,1,32,28,32,30,39,13,4,20,12,9,20,24,7,0,15,18
NC,Currituck County,81,77,62,70,77,26,4,49,56,36,54,68,29,18,53,25,27,31,52,10,4,41,31
NC,Dare County,67,42,27,25,32,1,0,2,3,0,4,5,1,1,1,0,0,7,2,0,0,2,1
NC,Davidson County,87,79,71,75,78,49,22,58,61,64,62,68,33,22,51,39,42,51,53,34,16,49,46
NC,Davie County,81,78,67,80,78,44,21,51,47,55,59,64,37,20,46,35,36,46,54,27,17,41,39
NC,Duplin County,96,69,66,70,84,41,15,61,58,63,49,84,43,22,63,42,47,45,58,34,6,49,45
NC,Durham County,65,55,37,37,49,3,1,10,11,16,6,8,0,0,1,0,1,3,6,1,0,2,2
NC,Edgecombe County,83,64,64,76,66,31,14,54,29,40,45,44,25,13,31,19,21,30,46,19,8,26,31
NC,Forsyth County,80,71,61,59,66,36,11,34,40,45,42,49,7,3,24,16,22,28,37,15,2,25,28
NC,Franklin County,83,74,69,75,78,35,18,47,47,55,55,59,33,14,43,32,39,41,50,31,8,42,40
NC,Gaston County,79,69,64,67,76,46,23,49,50,57,48,50,23,10,34,30,32,38,48,27,12,35,37
NC,Gates County,92,97,95,74,86,6,9,84,63,70,69,74,25,15,41,51,52,70,34,18,1,47,41
NC,Granville County,81,70,65,61,69,35,14,41,48,49,46,51,31,15,38,20,27,32,43,24,9,31,36
NC,Greene County,101,85,98,88,93,60,20,63,79,63,65,93,54,24,53,50,38,55,71,55,25,53,68
NC,Guilford County,76,64,58,60,66,28,7,31,37,39,36,40,4,1,16,9,15,21,28,13,1,14,18
